新た	新た あらた new; fresh; novel
温度	温度 おんど temperature
美人	美人 びじん beautiful woman
学習	学習 がくしゅう study; learning; tutorial
作家	作家 さっか author; writer; novelist; artist
委員	委員 いいん committee member
武器	武器 ぶき weapon; arms; ordnance; weapon (something used to gain an advantage); asset
友人	友人 ゆうじん friend
現代	現代 げんだい nowadays; modern era; modern times; present-day
一方	一方 いっぽう one (esp. of two); the other; one way; the other way; one direction; the other direction; one side; the other side; one party; the other party; on the one hand; on the other hand; whereas; although; but at the same time; meanwhile; in turn; just keeps; being inclined to ...; tending to be ...; tending to do ...; continuously ...; just keeps on ...ing; only
ただ	ただ ただ ordinary; common; usual; free of charge; unaffected; as is; safe; only; merely; just; simply; but; however; nevertheless
行き	行き ゆき bound for ...; going (to)
建築	建築 けんちく construction; architecture (of buildings)
装置	装置 そうち equipment; installation; apparatus; device; unit
患者	患者 かんじゃ (a) patient
実は	実は じつは as a matter of fact; by the way; to tell you the truth; to be honest; frankly
残り	残り のこり remnant; residue; remaining; left-over
性格	性格 せいかく character; personality; disposition; nature
刺激	刺激 しげき stimulus; impetus; incentive; encouragement; motivation; provocation; excitement; thrill
計画	計画 けいかく plan; project; schedule; scheme; program; programme
請求	請求 せいきゅう claim; demand; charge; application; request; billing (for a service)
球	球 きゅう sphere; counter for balls
本物	本物 ほんもの genuine article; real thing; real deal
物語	物語 ものがたり tale; story; legend
修理	修理 しゅうり repairing; mending; servicing
化粧	化粧 けしょう make-up; makeup; cosmetics
適用	適用 てきよう applying (e.g. a technology); adoption
教授	教授 きょうじゅ professor; teaching; instruction
茶	茶 ちゃ tea; tea plant (Camellia sinensis); tea preparation; making tea; brown; mockery
同一	同一 どういつ identical; same; one and the same; equal; fair; equal treatment; without discrimination
巨大	巨大 きょだい huge; gigantic; enormous
博士	博士 はかせ doctorate; PhD; Dr (as a title); expert; learned person
端	端 はし end (e.g. of street); tip; point; edge; margin; beginning; start; first; odds and ends; scrap; odd bit; least
何か	何か なにか something
布	布 ぬの cloth; bujian (spade-shaped bronze coin of ancient China)
思想	思想 しそう thought; idea; ideology
豊富	豊富 ほうふ abundance; wealth; plenty; bounty
年齢	年齢 ねんれい age; years
検査	検査 けんさ inspection (e.g. customs, factory); examination; scan (e.g. MRI, PET, etc.)
文明	文明 ぶんめい civilization; civilisation; culture; Bummei era (1469.4.28-1487.7.20)
雰囲気	雰囲気 ふんいき mood; ambience; ambiance; aura; feel; a certain air; presence; special aura; something (about someone); air; atmosphere
団体	団体 だんたい organization; organisation; association
伝統	伝統 でんとう tradition; convention
他人	他人 たにん another person; other people; others; unrelated person (i.e. not related by blood); outsider; stranger
重大	重大 じゅうだい serious; important; significant; grave; weighty
服装	服装 ふくそう garments; attire
信頼	信頼 しんらい reliance; trust; faith; confidence
